# FinGuard Sample Transactions CSV
# Format: timestamp, transactionId, accountId, type, amount, location, deviceId
1772171745, FRD001_HV1, FRD001, DEBIT, 56000, Mumbai, DEV10
1772174101, TXN002337, ACC503, CREDIT, 23123.41, Chennai, DEV22
1772174937, TXN002338, ACC605, DEBIT, 8861.45, Delhi, DEV24
1772172835, TXN002339, ACC501, CREDIT, 1680.03, Delhi, DEV10
1772172897, TXN002340, ACC502, DEBIT, 11642.27, Lucknow, DEV10
1772172676, TXN002341, ACC503, CREDIT, 10045.75, Bangalore, DEV23
1772171933, TXN002342, ACC501, DEBIT, 3282.26, Pune, DEV24
1772173791, TXN002343, ACC603, DEBIT, 3056.85, Ahmedabad, DEV21
1772174438, TXN002344, ACC605, CREDIT, 23371.87, Mumbai, DEV21
1772174391, TXN002345, ACC602, DEBIT, 29511.72, Ahmedabad, DEV25
1772172559, TXN002346, ACC602, DEBIT, 8008.74, Ahmedabad, DEV25
1772173514, TXN002347, ACC502, CREDIT, 28872.71, Chennai, DEV24
1772173997, TXN002348, ACC505, DEBIT, 27015.16, Kolkata, DEV10
1772172565, TXN002349, ACC604, DEBIT, 16490.6, Mumbai, DEV24
1772172862, TXN002350, ACC603, DEBIT, 27076.77, Pune, DEV14
1772173656, TXN002351, ACC502, CREDIT, 26288.01, Jaipur, DEV22
1772172877, TXN002352, ACC602, DEBIT, 27743.49, Hyderabad, DEV21
1772174128, TXN002353, ACC605, CREDIT, 6663.27, Delhi, DEV10
1772172293, TXN002354, ACC603, CREDIT, 12632.81, Bangalore, DEV24
1772174795, TXN002355, ACC505, CREDIT, 19656.41, Bangalore, DEV12
1772173876, TXN002356, ACC501, DEBIT, 19875.79, Delhi, DEV21
1772171941, TXN002357, ACC605, CREDIT, 23519.6, Ahmedabad, DEV23
1772173380, TXN002358, ACC603, DEBIT, 12179.73, Jaipur, DEV11
1772173184, TXN002359, ACC503, DEBIT, 8798.42, Ahmedabad, DEV14
1772173960, TXN002360, ACC602, CREDIT, 7068.16, Kolkata, DEV14
1772173678, TXN002361, ACC502, CREDIT, 29654.57, Mumbai, DEV23
1772174438, TXN002362, ACC502, DEBIT, 28463.12, Pune, DEV14
1772173131, TXN002363, ACC505, DEBIT, 28542.47, Mumbai, DEV14
1772173818, TXN002364, ACC602, CREDIT, 11035.23, Bangalore, DEV25
1772174710, TXN002365, ACC502, CREDIT, 19255.42, Ahmedabad, DEV24
1772172101, TXN002366, ACC602, DEBIT, 17599.21, Bangalore, DEV21
1772174179, TXN002367, ACC603, DEBIT, 29551.47, Ahmedabad, DEV24
1772174451, TXN002368, ACC605, DEBIT, 25903.78, Bangalore, DEV24
1772172496, TXN002369, ACC502, CREDIT, 3600.65, Bangalore, DEV21
1772175039, TXN002370, ACC602, CREDIT, 22405.67, Chennai, DEV23
1772172480, TXN002371, ACC605, DEBIT, 12311.7, Chennai, DEV25
1772174289, TXN002372, ACC604, CREDIT, 21093.23, Bangalore, DEV14
1772172150, TXN002373, ACC603, DEBIT, 25512.39, Bangalore, DEV13
1772172078, TXN002374, ACC605, CREDIT, 21812.37, Delhi, DEV24
1772172906, TXN002375, ACC601, CREDIT, 15808.75, Ahmedabad, DEV10
1772172544, TXN002376, ACC605, CREDIT, 15466.17, Ahmedabad, DEV10
1772174054, TXN002377, ACC603, DEBIT, 6024.76, Pune, DEV24
1772173668, TXN002378, ACC603, DEBIT, 3257.17, Chennai, DEV21
1772174648, TXN002379, ACC602, CREDIT, 28306.71, Kolkata, DEV14
1772173667, TXN002380, ACC504, CREDIT, 24561.69, Bangalore, DEV21
1772173950, TXN002381, ACC602, DEBIT, 24228.38, Delhi, DEV23
1772174863, TXN002382, ACC501, CREDIT, 10773.14, Delhi, DEV23
1772172412, TXN002383, ACC503, DEBIT, 26415.56, Jaipur, DEV25
1772172828, TXN002384, ACC603, DEBIT, 707.49, Mumbai, DEV22
1772175214, TXN002385, ACC603, CREDIT, 8566.63, Chennai, DEV24
1772172407, TXN002386, ACC501, DEBIT, 15257.22, Delhi, DEV24
1772175208, TXN002387, ACC603, CREDIT, 11870.08, Kolkata, DEV21
1772174986, TXN002388, ACC501, DEBIT, 10098.85, Lucknow, DEV11
1772171880, TXN002389, ACC601, DEBIT, 27016.01, Lucknow, DEV14
1772174229, TXN002390, ACC605, CREDIT, 14556.04, Chennai, DEV11
1772173103, TXN002391, ACC501, CREDIT, 17584.18, Kolkata, DEV24
1772172350, TXN002392, ACC504, DEBIT, 17151.88, Mumbai, DEV13
1772172840, TXN002393, ACC603, CREDIT, 6722.1, Mumbai, DEV23
1772171733, TXN002394, ACC604, CREDIT, 28591.91, Hyderabad, DEV10
1772172634, TXN002395, ACC603, DEBIT, 7383.47, Jaipur, DEV12
1772172099, TXN002396, ACC603, DEBIT, 20833.55, Lucknow, DEV10
1772174594, TXN002397, ACC501, CREDIT, 27197.66, Hyderabad, DEV14
1772172537, TXN002398, ACC602, DEBIT, 16519.15, Kolkata, DEV14
1772174636, TXN002399, ACC501, DEBIT, 29892.84, Bangalore, DEV11
1772175219, TXN002400, ACC504, CREDIT, 23949.14, Bangalore, DEV22
1772174393, TXN002401, ACC605, DEBIT, 6608.39, Bangalore, DEV24
1772173680, TXN002402, ACC503, CREDIT, 21857.95, Kolkata, DEV13
1772174223, TXN002403, ACC602, CREDIT, 3979.94, Jaipur, DEV21
1772172969, TXN002404, ACC604, DEBIT, 3474.69, Pune, DEV12
1772175239, TXN002405, ACC605, DEBIT, 26244.02, Pune, DEV10
1772173316, TXN002406, ACC502, CREDIT, 2250.97, Hyderabad, DEV23
1772173841, TXN002407, ACC504, CREDIT, 25528.06, Hyderabad, DEV13
1772175232, TXN002408, ACC505, DEBIT, 17387.55, Delhi, DEV21
1772172219, TXN002409, ACC505, DEBIT, 24368.17, Kolkata, DEV11
1772172001, TXN002410, ACC505, CREDIT, 9115.31, Hyderabad, DEV11
1772173727, TXN002411, ACC601, CREDIT, 21536.31, Delhi, DEV22
1772172773, TXN002412, ACC501, CREDIT, 13231.8, Lucknow, DEV23
1772174086, TXN002413, ACC605, DEBIT, 30123.28, Lucknow, DEV24
1772175196, TXN002414, ACC505, CREDIT, 20744.7, Kolkata, DEV10
1772172910, TXN002415, ACC504, CREDIT, 5579.13, Lucknow, DEV22
1772173700, TXN002416, ACC505, CREDIT, 10399.39, Kolkata, DEV11
1772173987, TXN002417, ACC504, DEBIT, 13913.25, Kolkata, DEV14
1772173859, TXN002418, ACC504, DEBIT, 8424.04, Hyderabad, DEV10
1772174696, TXN002419, ACC503, DEBIT, 11788.3, Bangalore, DEV21
1772174438, TXN002420, ACC601, DEBIT, 17177.45, Pune, DEV21
1772174435, TXN002421, ACC603, DEBIT, 17241.7, Chennai, DEV23
1772174805, TXN002422, ACC601, DEBIT, 29597.72, Bangalore, DEV22
1772173290, TXN002423, ACC601, DEBIT, 14422, Bangalore, DEV10
1772172573, TXN002424, ACC503, CREDIT, 11641.83, Lucknow, DEV22
1772175128, TXN002425, ACC501, DEBIT, 8944.21, Bangalore, DEV11
1772173947, TXN002426, ACC502, CREDIT, 15704.13, Lucknow, DEV25
1772171880, TXN002427, ACC604, DEBIT, 27612.43, Delhi, DEV24
1772171868, TXN002428, ACC503, DEBIT, 19424.94, Mumbai, DEV12
1772172066, TXN002429, ACC603, DEBIT, 2612.6, Mumbai, DEV12
1772173888, TXN002430, ACC502, CREDIT, 4451.43, Lucknow, DEV10
1772172860, TXN002431, ACC603, CREDIT, 2532.2, Delhi, DEV25
1772175227, TXN002432, ACC505, DEBIT, 19152.13, Lucknow, DEV23
1772172622, TXN002433, ACC504, CREDIT, 16612.26, Mumbai, DEV10
1772172843, TXN002434, ACC603, DEBIT, 20733.85, Mumbai, DEV21
1772172460, TXN002435, ACC505, DEBIT, 16552.82, Jaipur, DEV25
1772173683, TXN002436, ACC501, CREDIT, 15756.9, Mumbai, DEV10
1772174401, TXN002437, ACC502, DEBIT, 17651.25, Bangalore, DEV25
1772174189, TXN002438, ACC504, CREDIT, 26414.12, Ahmedabad, DEV14
1772171718, TXN002439, ACC601, CREDIT, 3098.16, Kolkata, DEV14
1772172071, TXN002440, ACC603, CREDIT, 17798.18, Pune, DEV14
1772172335, TXN002441, ACC501, DEBIT, 29147.13, Delhi, DEV13
1772173842, TXN002442, ACC503, DEBIT, 14599.32, Jaipur, DEV21
1772172725, TXN002443, ACC504, CREDIT, 21516.04, Hyderabad, DEV14
1772175157, TXN002444, ACC603, CREDIT, 23550.3, Hyderabad, DEV10
1772171776, TXN002445, ACC502, CREDIT, 24050.74, Chennai, DEV25
1772174773, TXN002446, ACC503, CREDIT, 5215.49, Hyderabad, DEV22
1772173281, TXN002447, ACC504, CREDIT, 23168.13, Delhi, DEV23
1772175247, TXN002448, ACC505, DEBIT, 10298.74, Chennai, DEV10
1772173811, TXN002449, ACC602, DEBIT, 27880.73, Jaipur, DEV25
1772172122, TXN002450, ACC502, DEBIT, 1565.47, Delhi, DEV13
1772173774, TXN002451, ACC602, CREDIT, 29684.12, Bangalore, DEV10
1772171778, TXN002452, ACC602, CREDIT, 17803.23, Kolkata, DEV13
1772173578, TXN002453, ACC503, DEBIT, 13004.79, Lucknow, DEV22
1772173271, TXN002454, ACC501, DEBIT, 8821.23, Mumbai, DEV10
1772175009, TXN002455, ACC605, CREDIT, 18835.9, Jaipur, DEV21
1772175117, TXN002456, ACC501, DEBIT, 4976.32, Lucknow, DEV11
1772173451, TXN002457, ACC605, CREDIT, 14759.71, Ahmedabad, DEV13
1772174373, TXN002458, ACC503, DEBIT, 8534.57, Pune, DEV12
1772175090, TXN002459, ACC505, CREDIT, 11178.1, Delhi, DEV23
1772175212, TXN002460, ACC601, DEBIT, 23135.9, Chennai, DEV25
1772172268, TXN002461, ACC601, DEBIT, 27292.94, Delhi, DEV25
1772173898, TXN002462, ACC505, DEBIT, 3507.89, Mumbai, DEV24
1772173895, TXN002463, ACC502, DEBIT, 2310.78, Mumbai, DEV21
1772173813, TXN002464, ACC602, CREDIT, 3359.24, Kolkata, DEV21
1772173292, TXN002465, ACC502, DEBIT, 18788.63, Delhi, DEV21
1772174529, TXN002466, ACC601, DEBIT, 15087.31, Ahmedabad, DEV10
1772173005, TXN002467, ACC603, CREDIT, 639.81, Jaipur, DEV23
1772172376, TXN002468, ACC502, DEBIT, 24524.37, Bangalore, DEV10
1772172918, TXN002469, ACC505, DEBIT, 15330.67, Bangalore, DEV12
1772172514, TXN002470, ACC602, CREDIT, 6064.36, Lucknow, DEV10
1772174161, TXN002471, ACC501, DEBIT, 20685.24, Bangalore, DEV14
1772172852, TXN002472, ACC601, DEBIT, 15205.98, Lucknow, DEV21
1772172233, TXN002473, ACC604, DEBIT, 13212.61, Mumbai, DEV21
1772174713, TXN002474, ACC504, DEBIT, 22302.28, Mumbai, DEV13
1772172900, TXN002475, ACC601, CREDIT, 16720.71, Delhi, DEV12
1772173614, TXN002476, ACC504, DEBIT, 19350.45, Bangalore, DEV23
1772174334, TXN002477, ACC603, CREDIT, 17714.01, Delhi, DEV21
1772174805, TXN002478, ACC604, DEBIT, 17457.92, Bangalore, DEV23
1772173430, TXN002479, ACC603, DEBIT, 3705.64, Chennai, DEV21
1772172226, TXN002480, ACC504, DEBIT, 15587.36, Ahmedabad, DEV21
1772173574, TXN002481, ACC501, CREDIT, 25317.06, Ahmedabad, DEV13
1772172379, TXN002482, ACC505, CREDIT, 18268.88, Ahmedabad, DEV13
1772172697, TXN002483, ACC503, CREDIT, 12940.5, Pune, DEV14
1772173483, TXN002484, ACC601, CREDIT, 2729.51, Chennai, DEV21
1772172517, TXN002485, ACC501, CREDIT, 24158.09, Bangalore, DEV11
1772174715, TXN002486, ACC503, DEBIT, 20430.13, Pune, DEV22
1772174509, TXN002487, ACC505, CREDIT, 21005.9, Jaipur, DEV13
1772174677, TXN002488, ACC502, DEBIT, 26874.99, Lucknow, DEV23
1772173209, TXN002489, ACC603, DEBIT, 16709.07, Ahmedabad, DEV13
1772172105, TXN002490, ACC605, DEBIT, 28971.68, Bangalore, DEV23
1772173862, TXN002491, ACC501, CREDIT, 17202.02, Jaipur, DEV25
1772175120, TXN002492, ACC602, CREDIT, 1430.49, Bangalore, DEV10
1772173661, TXN002493, ACC502, CREDIT, 20308.57, Lucknow, DEV22
1772172067, TXN002494, ACC601, CREDIT, 26015.96, Ahmedabad, DEV13
1772171690, TXN002495, ACC505, CREDIT, 2937.29, Delhi, DEV10
1772173043, TXN002496, ACC501, CREDIT, 17103.56, Chennai, DEV25
1772174510, TXN002497, ACC605, CREDIT, 17624.89, Kolkata, DEV14
1772173968, TXN002498, ACC505, CREDIT, 27791.68, Mumbai, DEV23
1772173602, TXN002499, ACC505, CREDIT, 18950.96, Bangalore, DEV22
1772172204, TXN002500, ACC503, CREDIT, 1604.32, Bangalore, DEV10
1772172995, TXN002501, ACC604, CREDIT, 17725.9, Delhi, DEV11
1772174127, TXN002502, ACC602, CREDIT, 25495.2, Chennai, DEV14
1772171883, TXN002503, ACC603, CREDIT, 10389.92, Ahmedabad, DEV12
1772174555, TXN002504, ACC503, CREDIT, 2783.8, Pune, DEV12
1772174743, TXN002505, ACC603, CREDIT, 15526.46, Hyderabad, DEV23
1772172681, TXN002506, ACC603, DEBIT, 26708.91, Lucknow, DEV21
1772173164, TXN002507, ACC505, DEBIT, 5231.91, Ahmedabad, DEV14
1772173715, TXN002508, ACC501, CREDIT, 26933.14, Kolkata, DEV13
1772174647, TXN002509, ACC605, DEBIT, 20485.32, Kolkata, DEV25
1772172941, TXN002510, ACC501, DEBIT, 26255.9, Chennai, DEV10
1772171944, TXN002511, ACC605, DEBIT, 4955.71, Jaipur, DEV24
1772174747, TXN002512, ACC601, CREDIT, 6655.29, Pune, DEV25
1772173578, TXN002513, ACC504, CREDIT, 14119.41, Bangalore, DEV21
1772173625, TXN002514, ACC505, CREDIT, 25386.79, Bangalore, DEV22
1772174951, TXN002515, ACC504, DEBIT, 28510.76, Kolkata, DEV13
1772173633, TXN002516, ACC504, DEBIT, 3628.2, Delhi, DEV25
1772172609, TXN002517, ACC603, CREDIT, 2066.69, Lucknow, DEV13
1772172378, TXN002518, ACC605, DEBIT, 27482.67, Delhi, DEV13
1772173333, TXN002519, ACC604, CREDIT, 25405.06, Chennai, DEV24
1772173984, TXN002520, ACC505, CREDIT, 24956.29, Mumbai, DEV10
1772173923, TXN002521, ACC601, DEBIT, 14388.71, Bangalore, DEV23
1772171711, TXN002522, ACC601, DEBIT, 29506.17, Lucknow, DEV10
1772173528, TXN002523, ACC502, DEBIT, 29836.22, Lucknow, DEV11
1772174210, TXN002524, ACC601, CREDIT, 11539.41, Lucknow, DEV22
1772173595, TXN002525, ACC602, DEBIT, 28187.17, Jaipur, DEV13
1772171819, TXN002526, ACC503, CREDIT, 29913.43, Jaipur, DEV11
1772174363, TXN002527, ACC505, DEBIT, 24719.56, Kolkata, DEV22
1772175093, TXN002528, ACC504, DEBIT, 11338.1, Kolkata, DEV14
1772174874, TXN002529, ACC505, DEBIT, 12069.42, Mumbai, DEV10
1772174801, TXN002530, ACC501, DEBIT, 20945.46, Ahmedabad, DEV25
1772173986, TXN002531, ACC602, DEBIT, 2154.07, Chennai, DEV10
1772172203, TXN002532, ACC505, DEBIT, 29219.51, Hyderabad, DEV25
1772173161, TXN002533, ACC501, CREDIT, 14655.88, Delhi, DEV11
1772174498, TXN002534, ACC502, DEBIT, 24567.87, Chennai, DEV14
1772174777, TXN002535, ACC605, DEBIT, 22692.04, Jaipur, DEV14
1772172633, TXN002536, ACC604, DEBIT, 21766.93, Bangalore, DEV24
1772173455, TXN002537, ACC605, DEBIT, 28933.37, Chennai, DEV21
1772175056, TXN002538, ACC605, CREDIT, 9518.18, Mumbai, DEV10
1772172429, TXN002539, ACC603, DEBIT, 3395.11, Chennai, DEV12
1772172922, TXN002540, ACC502, DEBIT, 3068.95, Delhi, DEV21
1772172399, TXN002541, ACC603, CREDIT, 18106.47, Delhi, DEV22
1772174212, TXN002542, ACC601, CREDIT, 22432.23, Mumbai, DEV14
1772172202, TXN002543, ACC503, CREDIT, 16306.17, Jaipur, DEV13
1772174253, TXN002544, ACC603, DEBIT, 15635.35, Chennai, DEV21
1772173071, TXN002545, ACC501, CREDIT, 24984.21, Pune, DEV11
1772173522, TXN002546, ACC605, DEBIT, 17075.22, Ahmedabad, DEV12
1772174500, TXN002547, ACC503, DEBIT, 4176.7, Bangalore, DEV14
1772172581, TXN002548, ACC603, DEBIT, 26759.95, Delhi, DEV22
1772172595, TXN002549, ACC605, CREDIT, 12064.92, Pune, DEV22
1772174476, TXN002550, ACC602, DEBIT, 19987.13, Kolkata, DEV22
1772174927, TXN002551, ACC601, CREDIT, 19681.71, Mumbai, DEV12
1772175083, TXN002552, ACC605, CREDIT, 7745.26, Lucknow, DEV12
1772172635, TXN002553, ACC503, DEBIT, 14322.72, Chennai, DEV11
1772173090, TXN002554, ACC603, CREDIT, 17186.63, Lucknow, DEV24
1772172131, TXN002555, ACC604, DEBIT, 20219.48, Bangalore, DEV13
1772171811, TXN002556, ACC502, CREDIT, 25345.33, Lucknow, DEV22
1772172046, TXN002557, ACC501, CREDIT, 5514.43, Jaipur, DEV14
1772174984, TXN002558, ACC605, DEBIT, 17162.7, Chennai, DEV14
1772171672, TXN002559, ACC602, DEBIT, 15660.8, Chennai, DEV10
1772174175, TXN002560, ACC502, DEBIT, 3148.39, Pune, DEV14
1772173196, TXN002561, ACC601, DEBIT, 14129.06, Hyderabad, DEV12
1772172580, TXN002562, ACC602, DEBIT, 8322.09, Pune, DEV21
1772173998, TXN002563, ACC605, CREDIT, 27828.86, Delhi, DEV23
1772172295, TXN002564, ACC602, DEBIT, 25896.8, Hyderabad, DEV22
1772172695, TXN002565, ACC605, CREDIT, 14861.32, Jaipur, DEV14
1772172223, TXN002566, ACC602, DEBIT, 3626.5, Lucknow, DEV23
1772174175, TXN002567, ACC602, DEBIT, 22213.22, Ahmedabad, DEV25
1772174939, TXN002568, ACC505, DEBIT, 10165.78, Kolkata, DEV11
1772173060, TXN002569, ACC605, DEBIT, 12647.1, Bangalore, DEV23
1772173903, TXN002570, ACC603, DEBIT, 7836.8, Delhi, DEV22
1772173712, TXN002571, ACC603, DEBIT, 13089.07, Ahmedabad, DEV11
1772172828, TXN002572, ACC605, DEBIT, 7893.85, Jaipur, DEV10
1772172275, TXN002573, ACC503, CREDIT, 28604.43, Kolkata, DEV23
1772172783, TXN002574, ACC502, DEBIT, 30111.84, Kolkata, DEV21
1772172557, TXN002575, ACC504, DEBIT, 8479.08, Chennai, DEV21
1772175018, TXN002576, ACC501, DEBIT, 12725.13, Pune, DEV14
1772175115, TXN002577, ACC603, CREDIT, 14559.43, Mumbai, DEV11
1772173197, TXN002578, ACC504, CREDIT, 1286.67, Jaipur, DEV25
1772174896, TXN002579, ACC604, DEBIT, 25186.49, Mumbai, DEV12
1772173985, TXN002580, ACC501, CREDIT, 30409.02, Pune, DEV23
1772171829, TXN002581, ACC603, DEBIT, 595.8, Jaipur, DEV22
1772173884, TXN002582, ACC602, CREDIT, 30376.53, Lucknow, DEV10
1772174823, TXN002583, ACC502, DEBIT, 21775.91, Chennai, DEV11
1772172201, TXN002584, ACC503, CREDIT, 6883.25, Jaipur, DEV13
1772172509, TXN002585, ACC603, CREDIT, 10763.74, Ahmedabad, DEV24
1772174242, TXN002586, ACC502, DEBIT, 30080.18, Jaipur, DEV10
1772173948, TXN002587, ACC604, DEBIT, 27790.38, Chennai, DEV24
1772172106, TXN002588, ACC604, DEBIT, 3733.58, Delhi, DEV10
1772173179, TXN002589, ACC601, CREDIT, 19853.24, Jaipur, DEV25
1772172326, TXN002590, ACC603, DEBIT, 11776.9, Delhi, DEV22
1772172488, TXN002591, ACC604, DEBIT, 18292.38, Jaipur, DEV21
1772172239, TXN002592, ACC604, DEBIT, 10456.88, Delhi, DEV14
1772173118, TXN002593, ACC504, DEBIT, 25307.68, Lucknow, DEV25
1772172041, TXN002594, ACC503, DEBIT, 10349.57, Chennai, DEV22
1772173325, TXN002595, ACC603, CREDIT, 11361.93, Kolkata, DEV11
1772174607, TXN002596, ACC501, CREDIT, 16926.88, Hyderabad, DEV25
1772171939, TXN002597, ACC601, CREDIT, 16500.02, Hyderabad, DEV21
1772175160, TXN002598, ACC501, CREDIT, 9628.66, Mumbai, DEV21
1772174314, TXN002599, ACC503, CREDIT, 6089.45, Hyderabad, DEV13
1772171758, TXN002600, ACC601, DEBIT, 19701.74, Hyderabad, DEV21
1772171767, TXN002601, ACC605, CREDIT, 14715.9, Lucknow, DEV23
1772174974, TXN002602, ACC505, CREDIT, 20090.72, Ahmedabad, DEV13
1772173105, TXN002603, ACC601, CREDIT, 11641.36, Chennai, DEV24
1772172740, TXN002604, ACC605, DEBIT, 18143.82, Delhi, DEV12
1772174818, TXN002605, ACC505, CREDIT, 1503.23, Kolkata, DEV12
1772172064, TXN002606, ACC601, DEBIT, 27418.02, Hyderabad, DEV23
1772173768, TXN002607, ACC503, CREDIT, 3328.7, Hyderabad, DEV21
1772173763, TXN002608, ACC504, CREDIT, 28021.13, Hyderabad, DEV24
1772174725, TXN002609, ACC503, DEBIT, 5821.51, Jaipur, DEV10
1772173365, TXN002610, ACC603, CREDIT, 3872.91, Kolkata, DEV13
1772175139, TXN002611, ACC602, DEBIT, 7868.32, Kolkata, DEV22
1772172307, TXN002612, ACC602, DEBIT, 15179.25, Delhi, DEV14
1772175094, TXN002613, ACC603, CREDIT, 2600.59, Bangalore, DEV10
1772172104, TXN002614, ACC501, DEBIT, 21024.1, Kolkata, DEV21
1772172219, TXN002615, ACC501, DEBIT, 21736.83, Chennai, DEV12
1772173000, TXN002616, ACC503, CREDIT, 28272.23, Chennai, DEV13
1772173504, TXN002617, ACC605, CREDIT, 10030.71, Delhi, DEV12
1772174550, TXN002618, ACC505, DEBIT, 14084.32, Lucknow, DEV13
1772174838, TXN002619, ACC505, DEBIT, 25872.85, Delhi, DEV14
1772173698, TXN002620, ACC504, CREDIT, 6315.05, Chennai, DEV24
1772174788, TXN002621, ACC604, DEBIT, 30462.14, Chennai, DEV14
1772172309, TXN002622, ACC602, CREDIT, 23653.14, Delhi, DEV13
1772175022, TXN002623, ACC605, CREDIT, 29132.18, Chennai, DEV12
1772174164, TXN002624, ACC603, DEBIT, 27654.71, Lucknow, DEV25
1772173838, TXN002625, ACC605, CREDIT, 6678.17, Lucknow, DEV14
1772173808, TXN002626, ACC602, DEBIT, 23376.06, Chennai, DEV25
1772171685, TXN002627, ACC504, DEBIT, 14173.27, Chennai, DEV25
1772172698, TXN002628, ACC601, CREDIT, 10299.4, Jaipur, DEV13
1772173265, TXN002629, ACC504, DEBIT, 23285.38, Kolkata, DEV13
1772172554, TXN002630, ACC605, CREDIT, 4773.07, Hyderabad, DEV14
1772171669, TXN002631, ACC603, CREDIT, 28707.7, Lucknow, DEV25
1772173095, TXN002632, ACC605, DEBIT, 12057.75, Kolkata, DEV22
1772173817, TXN002633, ACC603, CREDIT, 27303.15, Kolkata, DEV14
1772171865, TXN002634, ACC503, DEBIT, 12368.33, Hyderabad, DEV22
1772173855, TXN002635, ACC503, CREDIT, 12492.15, Hyderabad, DEV22
1772172684, TXN002636, ACC602, CREDIT, 15068.93, Pune, DEV12
1772173600, TXN002637, ACC504, CREDIT, 16222.47, Ahmedabad, DEV25
1772174417, TXN002638, ACC604, CREDIT, 15232.57, Delhi, DEV12
1772172361, TXN002639, ACC603, DEBIT, 16161.6, Chennai, DEV21
1772174321, TXN002640, ACC504, DEBIT, 16845.68, Ahmedabad, DEV21
1772173537, TXN002641, ACC603, DEBIT, 18939.98, Chennai, DEV11
1772174481, TXN002642, ACC504, CREDIT, 9505.99, Ahmedabad, DEV10
1772172181, TXN002643, ACC502, CREDIT, 6609.23, Chennai, DEV24
1772172641, TXN002644, ACC505, DEBIT, 28386.96, Hyderabad, DEV25
1772171960, TXN002645, ACC603, DEBIT, 19968.35, Bangalore, DEV10
1772174464, TXN002646, ACC501, DEBIT, 4747.27, Lucknow, DEV12
1772172451, TXN002647, ACC602, DEBIT, 12002.81, Hyderabad, DEV21
1772174417, TXN002648, ACC502, DEBIT, 6320.8, Jaipur, DEV10
1772172285, TXN002649, ACC604, DEBIT, 28843.9, Hyderabad, DEV21
1772171990, TXN002650, ACC601, DEBIT, 19919.4, Chennai, DEV13
1772172938, TXN002651, ACC603, DEBIT, 28314.56, Lucknow, DEV10
1772172784, TXN002652, ACC605, CREDIT, 9308.53, Ahmedabad, DEV12
1772174329, TXN002653, ACC603, DEBIT, 9433.72, Lucknow, DEV10
1772172072, TXN002654, ACC501, CREDIT, 18738.75, Bangalore, DEV10
1772172427, TXN002655, ACC503, DEBIT, 24114.51, Ahmedabad, DEV10
1772174426, TXN002656, ACC604, DEBIT, 22040.15, Kolkata, DEV24
1772173329, TXN002657, ACC602, CREDIT, 15300.47, Jaipur, DEV24
1772173188, TXN002658, ACC605, CREDIT, 14870.09, Bangalore, DEV11
1772175140, TXN002659, ACC501, DEBIT, 648.8, Hyderabad, DEV10
1772173028, TXN002660, ACC503, CREDIT, 1075.96, Jaipur, DEV13
1772172203, TXN002661, ACC503, DEBIT, 24779.39, Jaipur, DEV25
1772174395, TXN002662, ACC605, CREDIT, 14511.3, Pune, DEV12
1772173373, TXN002663, ACC503, CREDIT, 28520.54, Chennai, DEV23
1772173102, TXN002664, ACC501, DEBIT, 3048.6, Kolkata, DEV12
1772172914, TXN002665, ACC602, DEBIT, 26255.71, Kolkata, DEV21
1772174948, TXN002666, ACC502, CREDIT, 13368.37, Jaipur, DEV24
1772174028, TXN002667, ACC505, DEBIT, 25391.56, Kolkata, DEV13
1772174761, TXN002668, ACC603, CREDIT, 1356.04, Hyderabad, DEV25
1772173945, TXN002669, ACC602, CREDIT, 24116.6, Pune, DEV24
1772173454, TXN002670, ACC604, CREDIT, 22713.56, Delhi, DEV23
1772172445, TXN002671, ACC503, DEBIT, 13978.11, Hyderabad, DEV23
1772173943, TXN002672, ACC602, DEBIT, 6303.3, Hyderabad, DEV25
1772173097, TXN002673, ACC501, DEBIT, 11417.75, Pune, DEV22
1772174045, TXN002674, ACC504, CREDIT, 25191.13, Mumbai, DEV21
1772172392, TXN002675, ACC501, DEBIT, 26832.74, Bangalore, DEV10
1772172484, TXN002676, ACC605, DEBIT, 4885.63, Jaipur, DEV23
1772172852, TXN002677, ACC502, DEBIT, 28140.28, Chennai, DEV25
1772173576, TXN002678, ACC602, DEBIT, 27602.16, Hyderabad, DEV14
1772171992, TXN002679, ACC604, DEBIT, 8051.29, Hyderabad, DEV24
1772173966, TXN002680, ACC602, CREDIT, 9460.47, Chennai, DEV22
1772172388, TXN002681, ACC601, CREDIT, 6600.83, Chennai, DEV22
1772173022, TXN002682, ACC602, DEBIT, 10335.43, Jaipur, DEV21
1772175249, TXN002683, ACC602, DEBIT, 6367.51, Mumbai, DEV11
1772172833, TXN002684, ACC603, CREDIT, 15248.03, Kolkata, DEV13
1772173290, TXN002685, ACC504, DEBIT, 16063.6, Jaipur, DEV21
1772174550, TXN002686, ACC602, CREDIT, 22805.48, Kolkata, DEV10
1772173625, TXN002687, ACC605, DEBIT, 26330.71, Lucknow, DEV12
1772171926, TXN002688, ACC601, CREDIT, 12288, Hyderabad, DEV10
1772172400, TXN002689, ACC505, DEBIT, 24755.45, Pune, DEV11
1772174255, TXN002690, ACC604, DEBIT, 9920.05, Pune, DEV24
1772173018, TXN002691, ACC604, CREDIT, 21467.38, Hyderabad, DEV13
1772174447, TXN002692, ACC605, CREDIT, 3833.47, Lucknow, DEV13
1772172409, TXN002693, ACC501, DEBIT, 12633.45, Pune, DEV23
1772171794, TXN002694, ACC504, DEBIT, 21083.07, Kolkata, DEV14
